Text
Australia captain Paine hails ‘unbelievable' Steve Smith after Ashes test win. More here: https://t.co/y00HKyaYGs #Ashes https://t.co/OqPmwxbi4B
"#Ashes #ashes2019 

@stevesmith49 rises above crude English taunts to seal history Edgbaston victory

MORE HERE: https://t.co/YeUqmLfQDQ https://t.co/nbXxM9eZ4P"
Somebody tell Steve Smith Australia don't need to bat today! #Ashes https://t.co/4rN57KGSRI
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
Steve Smith is the Player of the Match. Fair shout #Ashes https://t.co/ucZe0QXGEE
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
Steve Smith has 25 Test centuries. Just two in losing cause. The MVP! #Ashes
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
Steve Smith Delight his Century in Ashes 1st Test https://t.co/NoDpeF1Jw1 https://t.co/P7pUb6x8uy
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Most M.O.M Awards In Ashes

Smith - 6*
Ponting - 5
Botham - 5
Warne - 5

#ENGvAUS"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
#ashes2019 #ENGvAUS #SteveSmith congrats mighty australia on crushing england in the First ashes test and the credict goes to one and only steve smith genius😍🥰
"I’ve been fortunate enough to see some pretty decent Ashes knocks up close. These two from Steve Smith, however, are definitely up there with the best I’ve ever seen. One of the great Test Match performances.
#Ashes"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Most M.O.M Awards In Ashes

Smith - 6*
Ponting - 5
Botham - 5
Warne - 5

#ENGvAUS"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
Smith in ominous form and could decide tense Ashes test https://t.co/FHGnlqdKzz
"Well played Smith. What a way to make a comeback to Test cricket.
Terrific bowling by @NathLyon421.
Congratulations to Australia for winning the first Test match.

#Ashes https://t.co/qH0aMLvQAN"
